Date,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT
2022-05-16,0.02324781,0.03015953,0.0356531,0.0258779,0.02439918,0.033787,0.03991299,0.05524925,0.04002587
2022-05-13,0.0292325,0.01900352,0.07177451,0.03671223,0.03500827,0.04287983,0.04359592,0.07887298,0.0129102
2022-05-12,-0.00566181,0.00945504,-0.00159046,-0.00010966,-8.305e-05,0.01705468,-0.00375452,-0.01475052,-0.00264831
2022-05-11,0.02060488,0.01469434,0.0314796,0.01803445,-0.00455695,0.01258868,0.01130611,0.01154728,0.03252538
2022-05-10,0.00660847,0.00956168,0.00782058,0.00100531,0.02105165,-0.00395101,0.02778778,0.02678198,0.00136705
2022-05-09,-0.08213527,-0.06937375,-0.15119472,-0.07407604,-0.08671585,-0.12325931,-0.11297533,-0.11578319,-0.11610965
2022-05-06,0.01516513,0.02629622,0.01683722,0.01927973,0.02627499,0.02232498,0.01782867,0.04166287,-0.0209722
2022-05-05,-0.01527418,-0.00796769,-0.00036121,-0.01730601,-0.01889374,-0.01228168,-0.03718497,0.01162616,-0.02427361
2022-05-04,0.0390288,0.03090406,0.05340535,0.05756831,0.05473465,0.05923181,0.03773023,0.03857775,0.02093948
2022-05-03,0.02039017,0.01700637,0.05079217,0.01789235,0.0403416,0.02624425,0.01955177,0.0159949,0.06406312
